"COD_IBGE","NM_MUN","NM_MUN_S","BIOMA","NM_UF"
4209854,"LINDÓIA DO SUL","LINDOIA DO SUL","Mata Atlantica","SANTA CATARINA"
4311627,"LINDOLFO COLLOR","LINDOLFO COLLOR","Mata Atlantica","RIO GRANDE DO SUL"
4311643,"LINHA NOVA","LINHA NOVA","Mata Atlantica","RIO GRANDE DO SUL"
3203205,"LINHARES","LINHARES","Mata Atlantica","ESPIRITO SANTO"
3527108,"LINS","LINS","Mata Atlantica","SAO PAULO"
2508505,"LIVRAMENTO","LIVRAMENTO","Caatinga","PARAIBA"
2919504,"LIVRAMENTO DE NOSSA SENHORA","LIVRAMENTO DE NOSSA SENHORA","Caatinga","BAHIA"
2919504,"LIVRAMENTO DE NOSSA SENHORA","LIVRAMENTO DE NOSSA SENHORA","Cerrado","BAHIA"
1712405,"LIZARDA","LIZARDA","Cerrado","TOCANTINS"
4113502,"LOANDA","LOANDA","Mata Atlantica","PARANA"
4113601,"LOBATO","LOBATO","Mata Atlantica","PARANA"
2508554,"LOGRADOURO","LOGRADOURO","Caatinga","PARAIBA"
4113700,"LONDRINA","LONDRINA","Mata Atlantica","PARANA"
3138658,"LONTRA","LONTRA","Caatinga","MINAS GERAIS"
3138658,"LONTRA","LONTRA","Cerrado","MINAS GERAIS"
4209904,"LONTRAS","LONTRAS","Mata Atlantica","SANTA CATARINA"
3527207,"LORENA","LORENA","Mata Atlantica","SAO PAULO"
2106102,"LORETO","LORETO","Cerrado","MARANHAO"
3527256,"LOURDES","LOURDES","Mata Atlantica","SAO PAULO"
3527306,"LOUVEIRA","LOUVEIRA","Mata Atlantica","SAO PAULO"
5105259,"LUCAS DO RIO VERDE","LUCAS DO RIO VERDE","Amazonia","MATO GROSSO"
5105259,"LUCAS DO RIO VERDE","LUCAS DO RIO VERDE","Cerrado","MATO GROSSO"
3527405,"LUCÉLIA","LUCELIA","Mata Atlantica","SAO PAULO"
2508604,"LUCENA","LUCENA","Mata Atlantica","PARAIBA"
3527504,"LUCIANÓPOLIS","LUCIANOPOLIS","Cerrado","SAO PAULO"
3527504,"LUCIANÓPOLIS","LUCIANOPOLIS","Mata Atlantica","SAO PAULO"
5105309,"LUCIARA","LUCIARA","Cerrado","MATO GROSSO"
2406908,"LUCRÉCIA","LUCRECIA","Caatinga","RIO GRANDE DO NORTE"
3527603,"LUÍS ANTÔNIO","LUIS ANTONIO","Cerrado","SAO PAULO"
3527603,"LUÍS ANTÔNIO","LUIS ANTONIO","Mata Atlantica","SAO PAULO"
2205706,"LUÍS CORREIA","LUIS CORREIA","Caatinga","PIAUI"
2106201,"LUÍS DOMINGUES","LUIS DOMINGUES","Amazonia","MARANHAO"
2106201,"LUÍS DOMINGUES","LUIS DOMINGUES","Amazonia","MARANHAO"
2106201,"LUÍS DOMINGUES","LUIS DOMINGUES","Amazonia","MARANHAO"
2106201,"LUÍS DOMINGUES","LUIS DOMINGUES","Amazonia","MARANHAO"
2919553,"LUÍS EDUARDO MAGALHÃES","LUIS EDUARDO MAGALHAES","Cerrado","BAHIA"
2407005,"LUÍS GOMES","LUIS GOMES","Caatinga","RIO GRANDE DO NORTE"
3138674,"LUISBURGO","LUISBURGO","Mata Atlantica","MINAS GERAIS"
3138682,"LUISLÂNDIA","LUISLANDIA","Cerrado","MINAS GERAIS"
4210001,"LUIZ ALVES","LUIZ ALVES","Mata Atlantica","SANTA CATARINA"
4113734,"LUIZIANA","LUIZIANA","Mata Atlantica","PARANA"
3527702,"LUIZIÂNIA","LUIZIANIA","Mata Atlantica","SAO PAULO"
3138708,"LUMINÁRIAS","LUMINARIAS","Mata Atlantica","MINAS GERAIS"
4113759,"LUNARDELLI","LUNARDELLI","Mata Atlantica","PARANA"
3527801,"LUPÉRCIO","LUPERCIO","Cerrado","SAO PAULO"
3527801,"LUPÉRCIO","LUPERCIO","Mata Atlantica","SAO PAULO"
4113809,"LUPIONÓPOLIS","LUPIONOPOLIS","Mata Atlantica","PARANA"
3527900,"LUTÉCIA","LUTECIA","Cerrado","SAO PAULO"
3527900,"LUTÉCIA","LUTECIA","Mata Atlantica","SAO PAULO"
3138807,"LUZ","LUZ","Cerrado","MINAS GERAIS"
4210035,"LUZERNA","LUZERNA","Mata Atlantica","SANTA CATARINA"
5212501,"LUZIÂNIA","LUZIANIA","Cerrado","GOIAS"
2205805,"LUZILÂNDIA","LUZILANDIA","Cerrado","PIAUI"
1712454,"LUZINÓPOLIS","LUZINOPOLIS","Cerrado","TOCANTINS"
3302403,"MACAÉ","MACAE","Mata Atlantica","RIO DE JANEIRO"
3302403,"MACAÉ","MACAE","Mata Atlantica","RIO DE JANEIRO"
3302403,"MACAÉ","MACAE","Mata Atlantica","RIO DE JANEIRO"
3302403,"MACAÉ","MACAE","Mata Atlantica","RIO DE JANEIRO"
3302403,"MACAÉ","MACAE","Mata Atlantica","RIO DE JANEIRO"
2407104,"MACAÍBA","MACAIBA","Caatinga","RIO GRANDE DO NORTE"
2919603,"MACAJUBA","MACAJUBA","Caatinga","BAHIA"
4311718,"MAÇAMBARÁ","MACAMBARA","Pampa","RIO GRANDE DO SUL"
2803708,"MACAMBIRA","MACAMBIRA","Caatinga","SERGIPE"
2803708,"MACAMBIRA","MACAMBIRA","Mata Atlantica","SERGIPE"
2609006,"MACAPARANA","MACAPARANA","Mata Atlantica","PERNAMBUCO"
1600303,"MACAPÁ","MACAPA","Amazonia","AMAPA"
1600303,"MACAPÁ","MACAPA","Amazonia","AMAPA"
2919702,"MACARANI","MACARANI","Mata Atlantica","BAHIA"
3528007,"MACATUBA","MACATUBA","Cerrado","SAO PAULO"
3528007,"MACATUBA","MACATUBA","Mata Atlantica","SAO PAULO"
2407203,"MACAU","MACAU","Caatinga","RIO GRANDE DO NORTE"
3528106,"MACAUBAL","MACAUBAL","Mata Atlantica","SAO PAULO"
2919801,"MACAÚBAS","MACAUBAS","Caatinga","BAHIA"
2919801,"MACAÚBAS","MACAUBAS","Cerrado","BAHIA"
3528205,"MACEDÔNIA","MACEDONIA","Cerrado","SAO PAULO"
3528205,"MACEDÔNIA","MACEDONIA","Mata Atlantica","SAO PAULO"
2704302,"MACEIÓ","MACEIO","Mata Atlantica","ALAGOAS"
3138906,"MACHACALIS","MACHACALIS","Mata Atlantica","MINAS GERAIS"
4311700,"MACHADINHO","MACHADINHO","Mata Atlantica","RIO GRANDE DO SUL"
1100130,"MACHADINHO D'OESTE","MACHADINHO D'OESTE","Amazonia","RONDONIA"
3139003,"MACHADO","MACHADO","Mata Atlantica","MINAS GERAIS"
2609105,"MACHADOS","MACHADOS","Mata Atlantica","PERNAMBUCO"
4210050,"MACIEIRA","MACIEIRA","Mata Atlantica","SANTA CATARINA"
3302452,"MACUCO","MACUCO","Mata Atlantica","RIO DE JANEIRO"
2919900,"MACURURÉ","MACURURE","Caatinga","BAHIA"
2307635,"MADALENA","MADALENA","Caatinga","CEARA"
2205854,"MADEIRO","MADEIRO","Cerrado","PIAUI"
2919926,"MADRE DE DEUS","MADRE DE DEUS","Mata Atlantica","BAHIA"
3139102,"MADRE DE DEUS DE MINAS","MADRE DE DEUS DE MINAS","Mata Atlantica","MINAS GERAIS"
2508703,"MÃE D'ÁGUA","MAE D'AGUA","Caatinga","PARAIBA"
1504059,"MÃE DO RIO","MAE DO RIO","Amazonia","PARA"
2919959,"MAETINGA","MAETINGA","Caatinga","BAHIA"
4210100,"MAFRA","MAFRA","Mata Atlantica","SANTA CATARINA"
1504109,"MAGALHÃES BARATA","MAGALHAES BARATA","Amazonia","PARA"
2106300,"MAGALHÃES DE ALMEIDA","MAGALHAES DE ALMEIDA","Cerrado","MARANHAO"
3528304,"MAGDA","MAGDA","Mata Atlantica","SAO PAULO"
3302502,"MAGÉ","MAGE","Mata Atlantica","RIO DE JANEIRO"
2920007,"MAIQUINIQUE","MAIQUINIQUE","Mata Atlantica","BAHIA"
2920106,"MAIRI","MAIRI","Caatinga","BAHIA"
3528403,"MAIRINQUE","MAIRINQUE","Mata Atlantica","SAO PAULO"
3528502,"MAIRIPORÃ","MAIRIPORA","Mata Atlantica","SAO PAULO"
5212600,"MAIRIPOTABA","MAIRIPOTABA","Cerrado","GOIAS"
4210209,"MAJOR GERCINO","MAJOR GERCINO","Mata Atlantica","SANTA CATARINA"
2704401,"MAJOR ISIDORO","MAJOR ISIDORO","Caatinga","ALAGOAS"
2407252,"MAJOR SALES","MAJOR SALES","Caatinga","RIO GRANDE DO NORTE"
4210308,"MAJOR VIEIRA","MAJOR VIEIRA","Mata Atlantica","SANTA CATARINA"
3139201,"MALACACHETA","MALACACHETA","Mata Atlantica","MINAS GERAIS"
2920205,"MALHADA","MALHADA","Caatinga","BAHIA"
2920304,"MALHADA DE PEDRAS","MALHADA DE PEDRAS","Caatinga","BAHIA"
2803807,"MALHADA DOS BOIS","MALHADA DOS BOIS","Caatinga","SERGIPE"
2803807,"MALHADA DOS BOIS","MALHADA DOS BOIS","Mata Atlantica","SERGIPE"
2803906,"MALHADOR","MALHADOR","Mata Atlantica","SERGIPE"
4113908,"MALLET","MALLET","Mata Atlantica","PARANA"
2508802,"MALTA","MALTA","Caatinga","PARAIBA"
2508901,"MAMANGUAPE","MAMANGUAPE","Caatinga","PARAIBA"
2508901,"MAMANGUAPE","MAMANGUAPE","Mata Atlantica","PARAIBA"
5212709,"MAMBAÍ","MAMBAI","Cerrado","GOIAS"
4114005,"MAMBORÊ","MAMBORE","Mata Atlantica","PARANA"
3139250,"MAMONAS","MAMONAS","Caatinga","MINAS GERAIS"
4311734,"MAMPITUBA","MAMPITUBA","Mata Atlantica","RIO GRANDE DO SUL"
1302504,"MANACAPURU","MANACAPURU","Amazonia","AMAZONAS"
2509008,"MANAÍRA","MANAIRA","Caatinga","PARAIBA"
1302553,"MANAQUIRI","MANAQUIRI","Amazonia","AMAZONAS"
2609154,"MANARI","MANARI","Caatinga","PERNAMBUCO"
1302603,"MANAUS","MANAUS","Amazonia","AMAZONAS"
1200336,"MÂNCIO LIMA","MANCIO LIMA","Amazonia","ACRE"
4114104,"MANDAGUAÇU","MANDAGUACU","Mata Atlantica","PARANA"
4114203,"MANDAGUARI","MANDAGUARI","Mata Atlantica","PARANA"
4114302,"MANDIRITUBA","MANDIRITUBA","Mata Atlantica","PARANA"
3528601,"MANDURI","MANDURI","Cerrado","SAO PAULO"
3528601,"MANDURI","MANDURI","Mata Atlantica","SAO PAULO"
4114351,"MANFRINÓPOLIS","MANFRINOPOLIS","Mata Atlantica","PARANA"
3139300,"MANGA","MANGA","Caatinga","MINAS GERAIS"
3139300,"MANGA","MANGA","Cerrado","MINAS GERAIS"
3302601,"MANGARATIBA","MANGARATIBA","Mata Atlantica","RIO DE JANEIRO"
3302601,"MANGARATIBA","MANGARATIBA","Mata Atlantica","RIO DE JANEIRO"
3302601,"MANGARATIBA","MANGARATIBA","Mata Atlantica","RIO DE JANEIRO"
3302601,"MANGARATIBA","MANGARATIBA","Mata Atlantica","RIO DE JANEIRO"
3302601,"MANGARATIBA","MANGARATIBA","Mata Atlantica","RIO DE JANEIRO"
3302601,"MANGARATIBA","MANGARATIBA","Mata Atlantica","RIO DE JANEIRO"
3302601,"MANGARATIBA","MANGARATIBA","Mata Atlantica","RIO DE JANEIRO"
3302601,"MANGARATIBA","MANGARATIBA","Mata Atlantica","RIO DE JANEIRO"
3302601,"MANGARATIBA","MANGARATIBA","Mata Atlantica","RIO DE JANEIRO"
3302601,"MANGARATIBA","MANGARATIBA","Mata Atlantica","RIO DE JANEIRO"
3302601,"MANGARATIBA","MANGARATIBA","Mata Atlantica","RIO DE JANEIRO"
3302601,"MANGARATIBA","MANGARATIBA","Mata Atlantica","RIO DE JANEIRO"
3302601,"MANGARATIBA","MANGARATIBA","Mata Atlantica","RIO DE JANEIRO"
3302601,"MANGARATIBA","MANGARATIBA","Mata Atlantica","RIO DE JANEIRO"
3302601,"MANGARATIBA","MANGARATIBA","Mata Atlantica","RIO DE JANEIRO"
4114401,"MANGUEIRINHA","MANGUEIRINHA","Mata Atlantica","PARANA"
3139409,"MANHUAÇU","MANHUACU","Mata Atlantica","MINAS GERAIS"
3139508,"MANHUMIRIM","MANHUMIRIM","Mata Atlantica","MINAS GERAIS"
1302702,"MANICORÉ","MANICORE","Amazonia","AMAZONAS"
2205904,"MANOEL EMÍDIO","MANOEL EMIDIO","Caatinga","PIAUI"
2205904,"MANOEL EMÍDIO","MANOEL EMIDIO","Cerrado","PIAUI"
4114500,"MANOEL RIBAS","MANOEL RIBAS","Mata Atlantica","PARANA"
1200344,"MANOEL URBANO","MANOEL URBANO","Amazonia","ACRE"
4311759,"MANOEL VIANA","MANOEL VIANA","Pampa","RIO GRANDE DO SUL"
2920403,"MANOEL VITORINO","MANOEL VITORINO","Caatinga","BAHIA"
2920403,"MANOEL VITORINO","MANOEL VITORINO","Mata Atlantica","BAHIA"
2920452,"MANSIDÃO","MANSIDAO","Caatinga","BAHIA"
2920452,"MANSIDÃO","MANSIDAO","Cerrado","BAHIA"
3139607,"MANTENA","MANTENA","Mata Atlantica","MINAS GERAIS"
3203304,"MANTENÓPOLIS","MANTENOPOLIS","Mata Atlantica","ESPIRITO SANTO"
4311775,"MAQUINÉ","MAQUINE","Mata Atlantica","RIO GRANDE DO SUL"
4311775,"MAQUINÉ","MAQUINE","Pampa","RIO GRANDE DO SUL"
3139805,"MAR DE ESPANHA","MAR DE ESPANHA","Mata Atlantica","MINAS GERAIS"
2704906,"MAR VERMELHO","MAR VERMELHO","Caatinga","ALAGOAS"
2704906,"MAR VERMELHO","MAR VERMELHO","Mata Atlantica","ALAGOAS"
5212808,"MARA ROSA","MARA ROSA","Cerrado","GOIAS"
1302801,"MARAÃ","MARAA","Amazonia","AMAZONAS"
1504208,"MARABÁ","MARABA","Amazonia","PARA"
3528700,"MARABÁ PAULISTA","MARABA PAULISTA","Mata Atlantica","SAO PAULO"
2106326,"MARACAÇUMÉ","MARACACUME","Amazonia","MARANHAO"
3528809,"MARACAÍ","MARACAI","Cerrado","SAO PAULO"
3528809,"MARACAÍ","MARACAI","Mata Atlantica","SAO PAULO"
4210407,"MARACAJÁ","MARACAJA","Mata Atlantica","SANTA CATARINA"
5005400,"MARACAJU","MARACAJU","Cerrado","MATO GROSSO DO SUL"
5005400,"MARACAJU","MARACAJU","Mata Atlantica","MATO GROSSO DO SUL"
2307650,"MARACANAÚ","MARACANAU","Caatinga","CEARA"
1504307,"MARACANÃ","MARACANA","Amazonia","PARA"
2920502,"MARACÁS","MARACAS","Caatinga","BAHIA"
2920502,"MARACÁS","MARACAS","Mata Atlantica","BAHIA"
2704500,"MARAGOGI","MARAGOGI","Mata Atlantica","ALAGOAS"
2920601,"MARAGOGIPE","MARAGOGIPE","Mata Atlantica","BAHIA"
2609204,"MARAIAL","MARAIAL","Mata Atlantica","PERNAMBUCO"
2106359,"MARAJÁ DO SENA","MARAJA DO SENA","Amazonia","MARANHAO"
2106359,"MARAJÁ DO SENA","MARAJA DO SENA","Cerrado","MARANHAO"
2307700,"MARANGUAPE","MARANGUAPE","Caatinga","CEARA"
2106375,"MARANHÃOZINHO","MARANHAOZINHO","Amazonia","MARANHAO"
1504406,"MARAPANIM","MARAPANIM","Amazonia","PARA"
3528858,"MARAPOAMA","MARAPOAMA","Mata Atlantica","SAO PAULO"
3203320,"MARATAÍZES","MARATAIZES","Mata Atlantica","ESPIRITO SANTO"
4311791,"MARATÁ","MARATA","Mata Atlantica","RIO GRANDE DO SUL"
4311809,"MARAU","MARAU","Mata Atlantica","RIO GRANDE DO SUL"
2920700,"MARAÚ","MARAU","Mata Atlantica","BAHIA"
2704609,"MARAVILHA","MARAVILHA","Caatinga","ALAGOAS"
4210506,"MARAVILHA","MARAVILHA","Mata Atlantica","SANTA CATARINA"
3139706,"MARAVILHAS","MARAVILHAS","Cerrado","MINAS GERAIS"
3139706,"MARAVILHAS","MARAVILHAS","Mata Atlantica","MINAS GERAIS"
2509057,"MARCAÇÃO","MARCACAO","Mata Atlantica","PARAIBA"
5105580,"MARCELÂNDIA","MARCELANDIA","Amazonia","MATO GROSSO"
4311908,"MARCELINO RAMOS","MARCELINO RAMOS","Mata Atlantica","RIO GRANDE DO SUL"
2407302,"MARCELINO VIEIRA","MARCELINO VIEIRA","Caatinga","RIO GRANDE DO NORTE"
2920809,"MARCIONÍLIO SOUZA","MARCIONILIO SOUZA","Caatinga","BAHIA"
2307809,"MARCO","MARCO","Caatinga","CEARA"
2205953,"MARCOLÂNDIA","MARCOLANDIA","Caatinga","PIAUI"
2206001,"MARCOS PARENTE","MARCOS PARENTE","Cerrado","PIAUI"
4114609,"MARECHAL CÂNDIDO RONDON","MARECHAL CANDIDO RONDON","Mata Atlantica","PARANA"
2704708,"MARECHAL DEODORO","MARECHAL DEODORO","Mata Atlantica","ALAGOAS"
3203346,"MARECHAL FLORIANO","MARECHAL FLORIANO","Mata Atlantica","ESPIRITO SANTO"
1200351,"MARECHAL THAUMATURGO","MARECHAL THAUMATURGO","Amazonia","ACRE"
4210555,"MAREMA","MAREMA","Mata Atlantica","SANTA CATARINA"
2509107,"MARI","MARI","Caatinga","PARAIBA"
2509107,"MARI","MARI","Mata Atlantica","PARAIBA"
3139904,"MARIA DA FÉ","MARIA DA FE","Mata Atlantica","MINAS GERAIS"
4114708,"MARIA HELENA","MARIA HELENA","Mata Atlantica","PARANA"
4114807,"MARIALVA","MARIALVA","Mata Atlantica","PARANA"
3140001,"MARIANA","MARIANA","Mata Atlantica","MINAS GERAIS"
4311981,"MARIANA PIMENTEL","MARIANA PIMENTEL","Pampa","RIO GRANDE DO SUL"
4312005,"MARIANO MORO","MARIANO MORO","Mata Atlantica","RIO GRANDE DO SUL"
1712504,"MARIANÓPOLIS DO TOCANTINS","MARIANOPOLIS DO TOCANTINS","Cerrado","TOCANTINS"
3528908,"MARIÁPOLIS","MARIAPOLIS","Mata Atlantica","SAO PAULO"
2704807,"MARIBONDO","MARIBONDO","Mata Atlantica","ALAGOAS"
3302700,"MARICÁ","MARICA","Mata Atlantica","RIO DE JANEIRO"
3302700,"MARICÁ","MARICA","Mata Atlantica","RIO DE JANEIRO"
3140100,"MARILAC","MARILAC","Mata Atlantica","MINAS GERAIS"
3203353,"MARILÂNDIA","MARILANDIA","Mata Atlantica","ESPIRITO SANTO"
4114906,"MARILÂNDIA DO SUL","MARILANDIA DO SUL","Mata Atlantica","PARANA"
4115002,"MARILENA","MARILENA","Mata Atlantica","PARANA"
3529005,"MARÍLIA","MARILIA","Cerrado","SAO PAULO"
3529005,"MARÍLIA","MARILIA","Mata Atlantica","SAO PAULO"
4115101,"MARILUZ","MARILUZ","Mata Atlantica","PARANA"
4115200,"MARINGÁ","MARINGA","Mata Atlantica","PARANA"
3529104,"MARINÓPOLIS","MARINOPOLIS","Mata Atlantica","SAO PAULO"
3140159,"MÁRIO CAMPOS","MARIO CAMPOS","Mata Atlantica","MINAS GERAIS"
4115309,"MARIÓPOLIS","MARIOPOLIS","Mata Atlantica","PARANA"
4115358,"MARIPÁ","MARIPA","Mata Atlantica","PARANA"
3140209,"MARIPÁ DE MINAS","MARIPA DE MINAS","Mata Atlantica","MINAS GERAIS"
1504422,"MARITUBA","MARITUBA","Amazonia","PARA"
2509156,"MARIZÓPOLIS","MARIZOPOLIS","Caatinga","PARAIBA"
3140308,"MARLIÉRIA","MARLIERIA","Mata Atlantica","MINAS GERAIS"
4115408,"MARMELEIRO","MARMELEIRO","Mata Atlantica","PARANA"
3140407,"MARMELÓPOLIS","MARMELOPOLIS","Mata Atlantica","MINAS GERAIS"
4312054,"MARQUES DE SOUZA","MARQUES DE SOUZA","Mata Atlantica","RIO GRANDE DO SUL"
4115457,"MARQUINHO","MARQUINHO","Mata Atlantica","PARANA"
3140506,"MARTINHO CAMPOS","MARTINHO CAMPOS","Cerrado","MINAS GERAIS"
2307908,"MARTINÓPOLE","MARTINOPOLE","Caatinga","CEARA"
3529203,"MARTINÓPOLIS","MARTINOPOLIS","Cerrado","SAO PAULO"
3529203,"MARTINÓPOLIS","MARTINOPOLIS","Mata Atlantica","SAO PAULO"
2407401,"MARTINS","MARTINS","Caatinga","RIO GRANDE DO NORTE"
3140530,"MARTINS SOARES","MARTINS SOARES","Mata Atlantica","MINAS GERAIS"
2804003,"MARUIM","MARUIM","Mata Atlantica","SERGIPE"
4115507,"MARUMBI","MARUMBI","Mata Atlantica","PARANA"
5212907,"MARZAGÃO","MARZAGAO","Cerrado","GOIAS"
5212907,"MARZAGÃO","MARZAGAO","Mata Atlantica","GOIAS"
2920908,"MASCOTE","MASCOTE","Mata Atlantica","BAHIA"
2308005,"MASSAPÊ","MASSAPE","Caatinga","CEARA"
2206050,"MASSAPÊ DO PIAUÍ","MASSAPE DO PIAUI","Caatinga","PIAUI"
2509206,"MASSARANDUBA","MASSARANDUBA","Caatinga","PARAIBA"
4210605,"MASSARANDUBA","MASSARANDUBA","Mata Atlantica","SANTA CATARINA"
4312104,"MATA","MATA","Mata Atlantica","RIO GRANDE DO SUL"
4312104,"MATA","MATA","Pampa","RIO GRANDE DO SUL"
2921005,"MATA DE SÃO JOÃO","MATA DE SAO JOAO","Mata Atlantica","BAHIA"
2705002,"MATA GRANDE","MATA GRANDE","Caatinga","ALAGOAS"
2106409,"MATA ROMA","MATA ROMA","Cerrado","MARANHAO"
3140555,"MATA VERDE","MATA VERDE","Mata Atlantica","MINAS GERAIS"
3529302,"MATÃO","MATAO","Cerrado","SAO PAULO"
3529302,"MATÃO","MATAO","Mata Atlantica","SAO PAULO"
2509305,"MATARACA","MATARACA","Mata Atlantica","PARAIBA"
1712702,"MATEIROS","MATEIROS","Cerrado","TOCANTINS"
4115606,"MATELÂNDIA","MATELANDIA","Mata Atlantica","PARANA"
3140605,"MATERLÂNDIA","MATERLANDIA","Mata Atlantica","MINAS GERAIS"
3140704,"MATEUS LEME","MATEUS LEME","Cerrado","MINAS GERAIS"
3140704,"MATEUS LEME","MATEUS LEME","Mata Atlantica","MINAS GERAIS"
3171501,"MATHIAS LOBATO","MATHIAS LOBATO","Mata Atlantica","MINAS GERAIS"
3140803,"MATIAS BARBOSA","MATIAS BARBOSA","Mata Atlantica","MINAS GERAIS"
3140852,"MATIAS CARDOSO","MATIAS CARDOSO","Caatinga","MINAS GERAIS"
2206100,"MATIAS OLÍMPIO","MATIAS OLIMPIO","Cerrado","PIAUI"
2921054,"MATINA","MATINA","Caatinga","BAHIA"
2921054,"MATINA","MATINA","Cerrado","BAHIA"
2106508,"MATINHA","MATINHA","Amazonia","MARANHAO"
2509339,"MATINHAS","MATINHAS","Caatinga","PARAIBA"
4115705,"MATINHOS","MATINHOS","Mata Atlantica","PARANA"
3140902,"MATIPÓ","MATIPO","Mata Atlantica","MINAS GERAIS"
4312138,"MATO CASTELHANO","MATO CASTELHANO","Mata Atlantica","RIO GRANDE DO SUL"
4312138,"MATO CASTELHANO","MATO CASTELHANO","Pampa","RIO GRANDE DO SUL"
2509370,"MATO GROSSO","MATO GROSSO","Caatinga","PARAIBA"
4312153,"MATO LEITÃO","MATO LEITAO","Mata Atlantica","RIO GRANDE DO SUL"
4312179,"MATO QUEIMADO","MATO QUEIMADO","Mata Atlantica","RIO GRANDE DO SUL"
4312179,"MATO QUEIMADO","MATO QUEIMADO","Pampa","RIO GRANDE DO SUL"
4115739,"MATO RICO","MATO RICO","Mata Atlantica","PARANA"
3141009,"MATO VERDE","MATO VERDE","Caatinga","MINAS GERAIS"
3141009,"MATO VERDE","MATO VERDE","Cerrado","MINAS GERAIS"
2106607,"MATÕES","MATOES","Cerrado","MARANHAO"
2106631,"MATÕES DO NORTE","MATOES DO NORTE","Amazonia","MARANHAO"
2106631,"MATÕES DO NORTE","MATOES DO NORTE","Cerrado","MARANHAO"
4210704,"MATOS COSTA","MATOS COSTA","Mata Atlantica","SANTA CATARINA"
3141108,"MATOZINHOS","MATOZINHOS","Cerrado","MINAS GERAIS"
5212956,"MATRINCHÃ","MATRINCHA","Cerrado","GOIAS"
2705101,"MATRIZ DE CAMARAGIBE","MATRIZ DE CAMARAGIBE","Mata Atlantica","ALAGOAS"
5105606,"MATUPÁ","MATUPA","Amazonia","MATO GROSSO"
2509396,"MATURÉIA","MATUREIA","Caatinga","PARAIBA"
3141207,"MATUTINA","MATUTINA","Cerrado","MINAS GERAIS"
3529401,"MAUÁ","MAUA","Mata Atlantica","SAO PAULO"
4115754,"MAUÁ DA SERRA","MAUA DA SERRA","Mata Atlantica","PARANA"
1302900,"MAUÉS","MAUES","Amazonia","AMAZONAS"
5213004,"MAURILÂNDIA","MAURILANDIA","Cerrado","GOIAS"
1712801,"MAURILÂNDIA DO TOCANTINS","MAURILANDIA DO TOCANTINS","Cerrado","TOCANTINS"
2308104,"MAURITI","MAURITI","Caatinga","CEARA"
2407500,"MAXARANGUAPE","MAXARANGUAPE","Caatinga","RIO GRANDE DO NORTE"
2407500,"MAXARANGUAPE","MAXARANGUAPE","Mata Atlantica","RIO GRANDE DO NORTE"
4312203,"MAXIMILIANO DE ALMEIDA","MAXIMILIANO DE ALMEIDA","Mata Atlantica","RIO GRANDE DO SUL"
1600402,"MAZAGÃO","MAZAGAO","Amazonia","AMAPA"
3141306,"MEDEIROS","MEDEIROS","Cerrado","MINAS GERAIS"
2921104,"MEDEIROS NETO","MEDEIROS NETO","Mata Atlantica","BAHIA"
4115804,"MEDIANEIRA","MEDIANEIRA","Mata Atlantica","PARANA"
1504455,"MEDICILÂNDIA","MEDICILANDIA","Amazonia","PARA"
3141405,"MEDINA","MEDINA","Mata Atlantica","MINAS GERAIS"
4210803,"MELEIRO","MELEIRO","Mata Atlantica","SANTA CATARINA"
1504505,"MELGAÇO","MELGACO","Amazonia","PARA"
3302809,"MENDES","MENDES","Mata Atlantica","RIO DE JANEIRO"
3141504,"MENDES PIMENTEL","MENDES PIMENTEL","Mata Atlantica","MINAS GERAIS"
3529500,"MENDONÇA","MENDONCA","Mata Atlantica","SAO PAULO"
4115853,"MERCEDES","MERCEDES","Mata Atlantica","PARANA"
3141603,"MERCÊS","MERCES","Mata Atlantica","MINAS GERAIS"
3529609,"MERIDIANO","MERIDIANO","Mata Atlantica","SAO PAULO"
2308203,"MERUOCA","MERUOCA","Caatinga","CEARA"
3529658,"MESÓPOLIS","MESOPOLIS","Mata Atlantica","SAO PAULO"
3302858,"MESQUITA","MESQUITA","Mata Atlantica","RIO DE JANEIRO"
3141702,"MESQUITA","MESQUITA","Mata Atlantica","MINAS GERAIS"
2705200,"MESSIAS","MESSIAS","Mata Atlantica","ALAGOAS"
2407609,"MESSIAS TARGINO","MESSIAS TARGINO","Caatinga","RIO GRANDE DO NORTE"
2206209,"MIGUEL ALVES","MIGUEL ALVES","Cerrado","PIAUI"
2921203,"MIGUEL CALMON","MIGUEL CALMON","Caatinga","BAHIA"
2206308,"MIGUEL LEÃO","MIGUEL LEAO","Cerrado","PIAUI"
3302908,"MIGUEL PEREIRA","MIGUEL PEREIRA","Mata Atlantica","RIO DE JANEIRO"
3529708,"MIGUELÓPOLIS","MIGUELOPOLIS","Cerrado","SAO PAULO"
3529708,"MIGUELÓPOLIS","MIGUELOPOLIS","Mata Atlantica","SAO PAULO"
2308302,"MILAGRES","MILAGRES","Caatinga","CEARA"
2921302,"MILAGRES","MILAGRES","Caatinga","BAHIA"
2921302,"MILAGRES","MILAGRES","Mata Atlantica","BAHIA"
2106672,"MILAGRES DO MARANHÃO","MILAGRES DO MARANHAO","Cerrado","MARANHAO"
2308351,"MILHÃ","MILHA","Caatinga","CEARA"
2206357,"MILTON BRANDÃO","MILTON BRANDAO","Caatinga","PIAUI"
2206357,"MILTON BRANDÃO","MILTON BRANDAO","Cerrado","PIAUI"
